,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore
2023-01-02 00:00:00+01:00,730.34,6987.62,449.87,1308.0,185.51,4937.0,27.05,6474.96,383.64,2262.1,3053.18
