created_doc_time,avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
2025-10-07 06:11:54+02:00,250,BE,Planned maintenance,A03,Cancelled,2023-05-02 16:30:00+02:00,2P5PUt1TtG6Vq-37MTQ-jQ,307.0,Wind Offshore,22W20180628----H,Belgium,Rentel Offshore WP,Rentel Offshore WP,1,MAW,PT1M,2,2023-05-02 08:30:00+02:00
2025-10-03 09:11:10+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-09-22 00:00:00+02:00,_z_ImUrBa_V0IO0zIO_EDQ,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 2 T,1,MAW,PT1M,2,2023-09-11 00:00:00+02:00
2025-10-03 09:53:44+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-19 00:00:00+02:00,xfZHxE8vpl0ofl29YpSq1A,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,2,2023-06-13 00:00:00+02:00
2025-10-03 09:53:44+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-19 00:00:00+02:00,JD8BicwRjLBLxNhVSFM1Mg,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,2,2023-06-13 00:00:00+02:00
2025-10-05 19:04:56+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-17 00:00:00+02:00,N6wdQenqv4wenNacVFQ7FQ,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,2,2023-06-12 00:00:00+02:00
2025-10-05 19:04:56+02:00,0,BE,Planned maintenance,A03,,2023-06-17 00:00:00+02:00,8gitc98eAy4HeoV9E-k-cg,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,2,2023-06-12 00:00:00+02:00
2025-10-05 19:05:00+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-09-25 18:00:00+02:00,4shXlfcs57_1aWYIJhNsiA,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT1M,2,2023-09-04 08:00:00+02:00
2025-10-05 19:05:04+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-29 18:00:00+02:00,SKhSJi6W3jrfS1GcrGQbUw,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,2,2023-06-19 08:00:00+02:00
2025-10-05 23:11:11+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-24 23:59:00+02:00,tEP0QdvaZWnKxRYO8o0Bqg,422.0,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,2,2023-08-21 00:00:00+02:00
2025-10-06 11:02:09+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-05 18:00:00+02:00,6kqmVRbWDZ1XfvlEqGhIxg,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 5 T,1,MAW,PT1M,3,2023-06-05 08:00:00+02:00
2025-10-06 11:02:09+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-05 18:00:00+02:00,fkiO8ERxuwAtaXGjhuKKfQ,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,2,2023-06-05 08:00:00+02:00
2025-10-06 11:02:09+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-05 18:00:00+02:00,mpr_cPBq38ZRNB12tdGnVQ,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,2,2023-06-05 08:00:00+02:00
2025-10-06 13:38:40+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-16 07:30:00+02:00,stdfwCVjYJBNtMvWkJ2jVw,422.0,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,2,2023-06-11 07:30:00+02:00
2025-10-06 14:15:10+02:00,0,BE,Planned maintenance,A03,,2023-06-30 00:00:00+02:00,leGC0cWIuq5BME-eiCPmHA,160.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS ST,1,MAW,PT1M,1,2023-06-24 00:00:00+02:00
2025-10-06 16:25:56+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-17 00:00:00+02:00,xXzU-C4r0owe65_8Odc5LA,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT1M,2,2023-06-12 00:00:00+02:00
2025-10-06 16:25:59+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-09-16 00:00:00+02:00,tL_dvsdkidNs4bU-w31miw,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,2,2023-09-11 00:00:00+02:00
2025-10-06 20:01:50+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-01 00:00:00+02:00,2nhsv135MyBNd44-savVqg,150.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS GT1,1,MAW,PT1M,2,2023-06-24 00:00:00+02:00
2025-10-06 20:08:05+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-07 00:00:00+02:00,r_4IMeynnJ4OLlFIXHQaGg,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,4,2023-07-26 00:00:00+02:00
2025-10-06 20:08:05+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-18 00:00:00+02:00,NQOT_1ccM5H5KSg_aq8Rsg,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,2,2023-08-07 00:00:00+02:00
2025-10-06 20:08:05+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-18 00:00:00+02:00,YN8PmnEfmTF-7iFs3WcibQ,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT1M,2,2023-08-07 00:00:00+02:00
2025-10-06 20:08:05+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-26 00:00:00+02:00,6-Vgx-rqU4PsFIBpFySp3Q,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT1M,2,2023-07-12 00:00:00+02:00
2025-10-06 20:08:05+02:00,82.77,BE,Planned maintenance,A03,Cancelled,2023-08-07 00:00:00+02:00,gEM5tEcqWeckLei0CisbPQ,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,2,2023-07-26 00:00:00+02:00
2025-10-06 20:08:06+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-21 00:00:00+02:00,d0Q6kIogsza7bWz2z1pBGA,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,3,2023-08-07 00:00:00+02:00
2025-10-06 20:08:06+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-21 00:00:00+02:00,rqMmHi-H7OVAO1GlNQwokg,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT1M,3,2023-08-07 00:00:00+02:00
2025-10-06 20:08:06+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-21 00:00:00+02:00,CJNjrQ3dCUy3Qluj9_Solw,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,3,2023-08-07 00:00:00+02:00
2025-10-06 20:52:52+02:00,80.5,BE,Planned maintenance,A03,Cancelled,2023-07-03 00:00:00+02:00,U1AAXVqCP0ilJMDLKvHXTg,160.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS ST,1,MAW,PT1M,2,2023-06-02 00:00:00+02:00
2025-10-06 20:52:52+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-03 00:00:00+02:00,tS6IalktlMglitEo9TMSug,150.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS GT1,1,MAW,PT1M,2,2023-06-02 00:00:00+02:00
2025-10-06 21:13:15+02:00,0,BE,Planned maintenance,A03,,2023-06-07 14:00:00+02:00,6E1Z4kS4I41ftKX5KyIsNg,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT1M,1,2023-06-07 06:00:00+02:00
2025-10-06 21:13:16+02:00,0,BE,Planned maintenance,A03,,2023-07-01 15:00:00+02:00,iob1nng1Je2REYnKtq7EMg,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT1M,1,2023-07-01 00:00:00+02:00
2025-10-06 21:13:17+02:00,0,BE,Planned maintenance,A03,,2023-06-07 14:00:00+02:00,1pBp6NYudrmpZMKuxs3C9Q,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,2,2023-06-07 06:00:00+02:00
2025-10-06 21:13:17+02:00,0,BE,Planned maintenance,A03,,2023-06-07 14:00:00+02:00,2yrcbml1ElXBBX5-qA-syA,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,1,2023-06-07 06:00:00+02:00
2025-10-06 21:13:19+02:00,0,BE,Planned maintenance,A03,,2023-07-01 15:00:00+02:00,HLWGOR-9WCE0iazW1A3pkg,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,1,2023-07-01 00:00:00+02:00
2025-10-06 21:13:19+02:00,0,BE,Planned maintenance,A03,,2023-07-01 15:00:00+02:00,hXP-yF6Y0hDhKhqdJUvVHA,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,2,2023-07-01 00:00:00+02:00
2025-10-06 21:16:00+02:00,272,BE,Planned maintenance,A03,Cancelled,2023-06-04 18:00:00+02:00,dJmkfkJW1x8FvwVRfBuzGA,307.0,Wind Offshore,22W20180628----H,Belgium,Rentel Offshore WP,Rentel Offshore WP,1,MAW,PT1M,2,2023-06-04 07:00:00+02:00
2025-10-06 21:17:39+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-21 00:00:00+02:00,GTSrTes79C470868dZ4GFg,160.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS ST,1,MAW,PT1M,2,2023-06-19 00:00:00+02:00
2025-10-06 21:17:39+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-21 00:00:00+02:00,vxGQ2XpaatvrnrgnzEWJdA,150.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS GT2,1,MAW,PT1M,2,2023-06-19 00:00:00+02:00
2025-10-06 21:32:13+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-01 18:00:00+02:00,d3ueDNHgmwdQ--pk_CNkMg,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 2 T,1,MAW,PT1M,2,2023-06-26 08:00:00+02:00
2025-10-06 21:34:43+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-21 00:00:00+02:00,k2PV-f7XzZtWZJCPL1gxzg,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT1M,2,2023-08-18 00:00:00+02:00
2025-10-06 21:34:43+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-21 00:00:00+02:00,6qU0CrQuTbFm7JaW4fZrCg,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,2,2023-08-18 00:00:00+02:00
2025-10-06 21:34:43+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-21 00:00:00+02:00,93PArnZbGay8JXeBmo54Xg,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,2,2023-08-18 00:00:00+02:00
2025-10-06 21:38:35+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-26 00:00:00+02:00,Z0xMzkYDvEzt10S-jFWhSw,386.0,Fossil Gas,22WSAINT-000221B,Belgium,SAINT-GHISLAIN STEG,SAINT-GHISLAIN STEG,1,MAW,PT1M,2,2023-06-12 00:00:00+02:00
2025-10-06 21:43:31+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-09-29 18:00:00+02:00,jl80-S1ggIHBhbrXHzBroQ,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,2,2023-09-01 00:00:00+02:00
2025-10-06 21:43:32+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-09-29 18:00:00+02:00,huFFUD4FJvWrS0QrDnr-Qw,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 5 T,1,MAW,PT1M,2,2023-09-01 00:00:00+02:00
2025-10-06 21:43:32+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-09-29 18:00:00+02:00,xKU6OheeadmQIzEcpubdtw,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,2,2023-09-01 00:00:00+02:00
2025-10-06 22:11:23+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-08 07:30:00+02:00,fg6dgd3xwR_zafs4kce10A,422.0,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,3,2023-07-02 07:30:00+02:00
2025-10-06 22:14:06+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-05-23 12:00:00+02:00,vc7zkFa_KPck29EOO0RwFQ,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,2,2023-05-23 10:00:00+02:00
2025-10-06 22:14:39+02:00,80.5,BE,Planned maintenance,A03,Cancelled,2023-07-03 00:00:00+02:00,hYpqpUcu4y689o3tRvLwYg,160.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS ST,1,MAW,PT1M,2,2023-06-23 00:00:00+02:00
2025-10-06 22:14:41+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-12 18:00:00+02:00,aQ_ECFskI3o1uw1QNYWgDA,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 2 T,1,MAW,PT1M,2,2023-07-10 07:00:00+02:00
2025-10-06 22:14:41+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-12 18:00:00+02:00,2JhO5rDkPysJk3_KTenLWA,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT1M,2,2023-07-10 07:00:00+02:00
2025-10-06 22:15:34+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-05-24 17:00:00+02:00,iqcOrEMBK9lnzkX2uoAJ2Q,216.0,Wind Offshore,22WNORTHW000187B,Belgium,Northwind,Northwind,1,MAW,PT1M,2,2023-05-24 08:00:00+02:00
2025-10-06 22:15:54+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-05-23 11:30:00+02:00,LbLRg6Kcyu66g4cy4H7IbA,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,3,2023-05-23 09:30:00+02:00
2025-10-06 22:16:38+02:00,370,BE,Planned maintenance,A03,,2023-05-24 15:00:00+02:00,kcEaXLkCA3oztnyynImpPw,386.0,Fossil Gas,22WSAINT-000221B,Belgium,SAINT-GHISLAIN STEG,SAINT-GHISLAIN STEG,1,MAW,PT1M,3,2023-05-24 07:00:00+02:00
2025-10-06 22:17:49+02:00,370,BE,Planned maintenance,A03,,2023-05-25 11:12:00+02:00,V_S7FGA3XLEN6_M_exUqZw,386.0,Fossil Gas,22WSAINT-000221B,Belgium,SAINT-GHISLAIN STEG,SAINT-GHISLAIN STEG,1,MAW,PT1M,5,2023-05-25 07:00:00+02:00
2025-10-06 22:18:23+02:00,370,BE,Planned maintenance,A03,,2023-05-25 18:00:00+02:00,hrhL53t2q43Vi-zoGuL7Tw,386.0,Fossil Gas,22WSAINT-000221B,Belgium,SAINT-GHISLAIN STEG,SAINT-GHISLAIN STEG,1,MAW,PT1M,4,2023-05-25 15:30:00+02:00
2025-10-06 22:19:06+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-05-30 17:00:00+02:00,W08_IFaI0uTtFDOmi3cP8Q,171.0,Wind Offshore,22WBELWIN0000271,Belgium,Belwind Phase 1,Belwind Phase 1,1,MAW,PT1M,3,2023-05-30 08:00:00+02:00
2025-10-06 22:19:06+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-05-31 17:00:00+02:00,4dhD4M0gXLIuVLDrTu0kDQ,171.0,Wind Offshore,22WBELWIN0000271,Belgium,Belwind Phase 1,Belwind Phase 1,1,MAW,PT1M,2,2023-05-31 08:00:00+02:00
2025-10-06 22:19:16+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-22 00:00:00+02:00,3JPNbKz5L3-aWBZD6Du4lg,150.0,Fossil Gas,22W201806271---D,Belgium,EDF Luminus Seraing TGV,EDF Luminus Seraing GT1,1,MAW,PT1M,2,2023-05-27 00:00:00+02:00
2025-10-06 22:38:21+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-01 17:00:00+02:00,Jd5PZFX5Ri12ByiMpxND2Q,171.0,Wind Offshore,22WBELWIN0000271,Belgium,Belwind Phase 1,Belwind Phase 1,1,MAW,PT1M,2,2023-06-01 08:00:00+02:00
2025-10-06 22:38:31+02:00,120,BE,Planned maintenance,A03,Cancelled,2023-05-31 12:30:00+02:00,2bUpKzFwJ8z2pL-T-QlCWQ,268.0,Biomass,22WRODENH000213L,Belgium,RODENHUIZE 4,RODENHUIZE 4,1,MAW,PT1M,2,2023-05-30 12:30:00+02:00
2025-10-06 22:41:14+02:00,120,BE,Planned maintenance,A03,Cancelled,2023-05-31 14:00:00+02:00,CZOfaWativzgO0aaB8jzmw,268.0,Biomass,22WRODENH000213L,Belgium,RODENHUIZE 4,RODENHUIZE 4,1,MAW,PT1M,2,2023-05-30 14:00:00+02:00
2025-10-06 22:41:19+02:00,0,BE,Planned maintenance,A03,,2023-05-31 11:00:00+02:00,t4OI5Q4FT-jh5Gb0L_EYxA,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT1M,1,2023-05-31 07:30:00+02:00
2025-10-06 22:41:44+02:00,260,BE,Planned maintenance,A03,,2023-05-30 19:48:00+02:00,-ZCAa-WOZ8Ju2pznsyY5Cg,315.0,Fossil Gas,22WZELZAT0002618,Belgium,Zelzate 2 Knippegroen,Zelzate 2 Knippegroen,1,MAW,PT1M,4,2023-05-30 16:00:00+02:00
2025-10-06 22:42:41+02:00,120,BE,Planned maintenance,A03,,2023-05-31 12:30:00+02:00,iRYEav6pF8OnVia4SUTuGg,268.0,Biomass,22WRODENH000213L,Belgium,RODENHUIZE 4,RODENHUIZE 4,1,MAW,PT1M,3,2023-05-30 16:00:00+02:00
2025-10-06 22:43:56+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-03 00:00:00+02:00,AVT8ZD7JZUUuUPbvglPgmQ,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT1M,2,2023-06-02 00:00:00+02:00
2025-10-06 22:43:56+02:00,82.77,BE,Planned maintenance,A03,Cancelled,2023-06-03 00:00:00+02:00,3xnjLWwXOkyhEMTe8n8YZw,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,2,2023-06-02 00:00:00+02:00
2025-10-06 22:44:20+02:00,80.5,BE,Planned maintenance,A03,,2023-06-01 11:23:00+02:00,rh_uq4ZvCEbnLHgcXFSfVw,160.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS ST,1,MAW,PT1M,4,2023-05-27 06:00:00+02:00
2025-10-06 22:44:33+02:00,272,BE,Planned maintenance,A03,Cancelled,2023-06-01 16:00:00+02:00,vnamGI4c8ux9oeoTXsmNxQ,307.0,Wind Offshore,22W20180628----H,Belgium,Rentel Offshore WP,Rentel Offshore WP,1,MAW,PT1M,2,2023-06-01 08:30:00+02:00
2025-10-06 22:45:50+02:00,78.49,BE,Planned maintenance,A03,,2023-06-02 11:38:00+02:00,RfCn_Eu40tDzx2JZ5t_T0A,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,3,2023-06-02 08:00:00+02:00
2025-10-06 22:45:54+02:00,80.5,BE,Planned maintenance,A03,,2023-06-21 00:00:00+02:00,EztPgRv6od65e9svuIuTJQ,160.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS ST,1,MAW,PT1M,2,2023-06-02 11:50:00+02:00
2025-10-06 22:46:10+02:00,340,BE,Planned maintenance,A03,,2023-06-05 12:00:00+02:00,m8VlJFOwrnQUlriEmBzJXQ,386.0,Fossil Gas,22WSAINT-000221B,Belgium,SAINT-GHISLAIN STEG,SAINT-GHISLAIN STEG,1,MAW,PT1M,1,2023-06-05 07:00:00+02:00
2025-10-06 22:46:49+02:00,355,BE,Planned maintenance,A03,Cancelled,2023-06-03 02:00:00+02:00,YYuZCH6mLxLUAcOrKqpyxQ,445.0,Nuclear,22WDOELX2000077N,Belgium,DOEL 2,DOEL 2,1,MAW,PT1M,2,2023-06-03 00:00:00+02:00
2025-10-06 22:50:02+02:00,350,BE,Planned maintenance,A03,,2023-06-10 00:00:00+02:00,aHy8ReY1MYdPogEt3K_uRw,386.0,Fossil Gas,22WSAINT-000221B,Belgium,SAINT-GHISLAIN STEG,SAINT-GHISLAIN STEG,1,MAW,PT1M,1,2023-06-09 20:00:00+02:00
2025-10-06 22:50:13+02:00,350,BE,Planned maintenance,A03,,2023-06-07 14:00:00+02:00,ITbxXE08klU5oLyYDSBsIA,386.0,Fossil Gas,22WSAINT-000221B,Belgium,SAINT-GHISLAIN STEG,SAINT-GHISLAIN STEG,1,MAW,PT1M,1,2023-06-07 08:00:00+02:00
2025-10-06 22:53:32+02:00,0,BE,Planned maintenance,A03,,2023-06-12 17:00:00+02:00,HiHrAXlHGPbSGoNr832hKA,216.0,Wind Offshore,22WNORTHW000187B,Belgium,Northwind,Northwind,1,MAW,PT1M,1,2023-06-12 08:00:00+02:00
2025-10-06 22:54:13+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-29 00:00:00+02:00,TYGeqazftYj_RpP_eo7ELQ,268.0,Biomass,22WRODENH000213L,Belgium,RODENHUIZE 4,RODENHUIZE 4,1,MAW,PT1M,2,2023-06-25 00:00:00+02:00
2025-10-06 22:54:13+02:00,0,BE,Planned maintenance,A03,,2023-06-20 13:00:00+02:00,KAL8LuGYRExHk8qfJlIPQw,268.0,Biomass,22WRODENH000213L,Belgium,RODENHUIZE 4,RODENHUIZE 4,1,MAW,PT1M,1,2023-05-31 12:30:00+02:00
2025-10-06 22:55:52+02:00,0,BE,Planned maintenance,A03,,2023-06-12 09:30:00+02:00,CbXkccMyAQ_5-1MpEAm8Jg,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,1,2023-06-12 08:30:00+02:00
2025-10-06 23:00:22+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-13 21:00:00+02:00,OtZ6_aU9s-2YU5ad4D_NiQ,385.0,Fossil Gas,22WRINGVA000209C,Belgium,RINGVAART STEG,RINGVAART STEG,1,MAW,PT1M,2,2023-06-12 00:00:00+02:00
2025-10-06 23:04:47+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-13 17:00:00+02:00,MNxKaO27Occ6py8o4KHyiQ,216.0,Wind Offshore,22WNORTHW000187B,Belgium,Northwind,Northwind,1,MAW,PT1M,2,2023-06-13 08:00:00+02:00
2025-10-06 23:05:03+02:00,0,BE,Planned maintenance,A03,,2023-06-12 10:30:00+02:00,3X2fThY1dV7xSiunQztMsQ,1039.0,Nuclear,22WDOELX40000793,Belgium,DOEL 4,DOEL 4,1,MAW,PT1M,8,2023-06-03 02:10:00+02:00
2025-10-06 23:05:10+02:00,0,BE,Planned maintenance,A03,,2023-06-14 17:00:00+02:00,nm-gCLpeO2LgvlBg6eGy3A,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT1M,1,2023-06-14 10:00:00+02:00
2025-10-06 23:05:10+02:00,0,BE,Planned maintenance,A03,,2023-06-13 17:00:00+02:00,yfM2AbZEkfiXoMvDhTmzYA,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 2 T,1,MAW,PT1M,1,2023-06-13 10:00:00+02:00
2025-10-06 23:05:10+02:00,0,BE,Planned maintenance,A03,,2023-06-13 17:00:00+02:00,JU0Fg4sxFhnFWWgEelogaQ,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT1M,1,2023-06-13 10:00:00+02:00
2025-10-06 23:05:10+02:00,0,BE,Planned maintenance,A03,,2023-06-14 17:00:00+02:00,ZBpNGHstnskNNXAtwsOuXw,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 2 T,1,MAW,PT1M,1,2023-06-14 10:00:00+02:00
2025-10-06 23:05:11+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-14 17:00:00+02:00,8qjh_xFEwyDDY1LSKQRTaA,216.0,Wind Offshore,22WNORTHW000187B,Belgium,Northwind,Northwind,1,MAW,PT1M,2,2023-06-14 08:00:00+02:00
2025-10-06 23:06:34+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-15 17:00:00+02:00,C92cV3sMgId4BwodkD94gA,216.0,Wind Offshore,22WNORTHW000187B,Belgium,Northwind,Northwind,1,MAW,PT1M,2,2023-06-15 08:00:00+02:00
2025-10-06 23:06:55+02:00,0,BE,Planned maintenance,A03,,2023-06-13 12:00:00+02:00,27Dll77v1_T1-gJEjAvMkQ,385.0,Fossil Gas,22WRINGVA000209C,Belgium,RINGVAART STEG,RINGVAART STEG,1,MAW,PT1M,2,2023-06-12 00:00:00+02:00
2025-10-06 23:06:55+02:00,241,BE,Planned maintenance,A03,,2023-06-15 00:00:00+02:00,1JBZPPIOA0pICEKPcVMHIA,315.0,Fossil Gas,22WZELZAT0002618,Belgium,Zelzate 2 Knippegroen,Zelzate 2 Knippegroen,1,MAW,PT1M,2,2023-06-14 04:00:00+02:00
2025-10-06 23:09:09+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-07 00:00:00+02:00,Xo7efxHSx6U76T-PlgSnAg,157.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT1,1,MAW,PT1M,3,2023-08-05 00:00:00+02:00
