created_doc_time,avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
2025-10-06 23:09:09+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-07 00:00:00+02:00,pP8HPNj4kxUXjVoVy0h-Vw,156.3,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG GT2,1,MAW,PT1M,3,2023-08-05 00:00:00+02:00
2025-10-06 23:09:09+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-08-07 00:00:00+02:00,VJeuU18Cpjdv2EdbITkl_w,167.0,Fossil Gas,22WHERDER0001288,Belgium,HERDERSBRUG STEG,HERDERSBRUG ST,1,MAW,PT1M,3,2023-08-05 00:00:00+02:00
2025-10-06 23:09:20+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-16 17:00:00+02:00,Afcq-hhDKE2DC3bBNUHvog,216.0,Wind Offshore,22WNORTHW000187B,Belgium,Northwind,Northwind,1,MAW,PT1M,2,2023-06-16 08:00:00+02:00
2025-10-06 23:11:58+02:00,0,BE,Planned maintenance,A03,,2023-06-19 20:00:00+02:00,Oe1SOA6QJi4LZ6IutdiNXg,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,1,2023-06-19 16:00:00+02:00
2025-10-06 23:11:58+02:00,0,BE,Planned maintenance,A03,,2023-06-19 20:00:00+02:00,GiFJ4SF-2v-J0crxNvK4oQ,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 5 T,1,MAW,PT1M,1,2023-06-19 16:00:00+02:00
2025-10-06 23:11:58+02:00,0,BE,Planned maintenance,A03,,2023-06-19 20:00:00+02:00,nPLYs9jyt07OkUSyyHFPkg,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,1,2023-06-19 16:00:00+02:00
2025-10-06 23:15:00+02:00,0,BE,Planned maintenance,A03,,2023-06-19 08:30:00+02:00,hg8FCUP-u4l6C6jpNbu3sQ,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 5 T,1,MAW,PT1M,1,2023-06-19 08:00:00+02:00
2025-10-06 23:15:00+02:00,0,BE,Planned maintenance,A03,,2023-06-19 08:30:00+02:00,744YnasicGjMf1MPLlGUyg,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,1,2023-06-19 08:00:00+02:00
2025-10-06 23:15:02+02:00,0,BE,Planned maintenance,A03,,2023-06-19 08:30:00+02:00,LrPLOLHwZ7Jc9mCpOHuM4g,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,1,2023-06-19 08:00:00+02:00
2025-10-06 23:19:06+02:00,10.8,BE,Planned maintenance,A03,,2023-06-17 19:30:00+02:00,-mELiFad0frBFHliFElwfQ,422.0,Fossil Gas,22WT-POWE000244W,Belgium,T-power Beringen,T-power Beringen,1,MAW,PT1M,2,2023-06-17 17:00:00+02:00
2025-10-06 23:23:26+02:00,0,BE,Planned maintenance,A03,,2023-06-20 10:00:00+02:00,agFQs-rUQB8Ny9zChE2npQ,150.0,Fossil Gas,22W201806271---D,Belgium,EDF Luminus Seraing TGV,EDF Luminus Seraing GT1,1,MAW,PT1M,2,2023-05-27 00:00:00+02:00
2025-10-06 23:23:26+02:00,0,BE,Planned maintenance,A03,,2023-06-20 10:00:00+02:00,CEDf1LDVZVtGLYNYPQB9vg,170.0,Fossil Gas,22W201806271---D,Belgium,EDF Luminus Seraing TGV,SERAING TV,1,MAW,PT1M,2,2023-05-27 00:00:00+02:00
2025-10-06 23:26:54+02:00,122,BE,Planned maintenance,A03,,2023-06-21 01:59:00+02:00,8nG97whDBfehSzZsffmfFQ,268.0,Biomass,22WRODENH000213L,Belgium,RODENHUIZE 4,RODENHUIZE 4,1,MAW,PT1M,2,2023-06-20 16:00:00+02:00
2025-10-06 23:26:58+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-22 00:00:00+02:00,lExdBv1kH5jw3iL71wtI5Q,150.0,Fossil Gas,22W201806271---D,Belgium,EDF Luminus Seraing TGV,EDF Luminus Seraing GT1,1,MAW,PT1M,2,2023-06-21 00:00:00+02:00
2025-10-06 23:26:59+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-22 00:00:00+02:00,Yp0_e0F6Govz-nJs1KXpOw,170.0,Fossil Gas,22W201806271---D,Belgium,EDF Luminus Seraing TGV,SERAING TV,1,MAW,PT1M,2,2023-06-21 00:00:00+02:00
2025-10-06 23:27:16+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-26 18:00:00+02:00,77WIpH-pL0RCd9ndYxc5qw,386.2,Fossil Gas,22WZANDVL000255D,Belgium,Zandvliet Power,Zandvliet Power,1,MAW,PT1M,2,2023-06-26 06:00:00+02:00
2025-10-06 23:30:20+02:00,0,BE,Planned maintenance,A03,,2023-06-22 09:00:00+02:00,wW3847Ch7hm6IAPgrGjMzQ,150.0,Fossil Gas,22W201806271---D,Belgium,EDF Luminus Seraing TGV,EDF Luminus Seraing GT2,1,MAW,PT1M,3,2023-05-27 00:00:00+02:00
2025-10-06 23:30:49+02:00,0,BE,Planned maintenance,A03,,2023-06-22 04:00:00+02:00,hae0nAnUPU8ER0x0ag64mw,315.0,Fossil Gas,22WZELZAT0002618,Belgium,Zelzate 2 Knippegroen,Zelzate 2 Knippegroen,1,MAW,PT1M,3,2023-06-21 03:00:00+02:00
2025-10-06 23:31:01+02:00,120,BE,Planned maintenance,A03,,2023-06-22 09:00:00+02:00,PnpIfCcn4uTydVXq9a2JbA,268.0,Biomass,22WRODENH000213L,Belgium,RODENHUIZE 4,RODENHUIZE 4,1,MAW,PT1M,3,2023-06-21 02:01:00+02:00
2025-10-06 23:31:22+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-26 17:00:00+02:00,f7AeyHCNdKCAYLoS4SmZ2w,216.0,Wind Offshore,22WNORTHW000187B,Belgium,Northwind,Northwind,1,MAW,PT1M,2,2023-06-26 08:00:00+02:00
2025-10-06 23:32:02+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-24 00:00:00+02:00,_TahrOUE4HLe5fBUZK3FAg,150.0,Fossil Gas,22W201806271---D,Belgium,EDF Luminus Seraing TGV,EDF Luminus Seraing GT2,1,MAW,PT1M,2,2023-06-23 00:00:00+02:00
2025-10-06 23:35:32+02:00,0,BE,Planned maintenance,A03,,2023-06-23 20:00:00+02:00,fw_WAfbYl2h86ywrgqmkfw,150.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS GT2,1,MAW,PT1M,3,2023-06-21 00:00:00+02:00
2025-10-06 23:35:32+02:00,0,BE,Planned maintenance,A03,,2023-06-23 20:00:00+02:00,Vzg_DwYio2rMzhFVFq4KDg,160.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS ST,1,MAW,PT1M,4,2023-06-21 00:00:00+02:00
2025-10-06 23:35:47+02:00,0,BE,Planned maintenance,A03,,2023-06-24 10:00:00+02:00,NweoQf6Eid_BcKEtBhxNaQ,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,1,2023-06-24 08:00:00+02:00
2025-10-06 23:39:10+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-27 17:00:00+02:00,MoL3pDwR3tYkl9LdYNKrKg,216.0,Wind Offshore,22WNORTHW000187B,Belgium,Northwind,Northwind,1,MAW,PT1M,2,2023-06-27 08:00:00+02:00
2025-10-06 23:41:00+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-06-28 17:00:00+02:00,DbzBuv7QxxwhiPUTSh-ZRA,216.0,Wind Offshore,22WNORTHW000187B,Belgium,Northwind,Northwind,1,MAW,PT1M,2,2023-06-28 08:00:00+02:00
2025-10-06 23:41:39+02:00,0,BE,Planned maintenance,A03,,2023-07-12 12:00:00+02:00,vAr8JB39ce7Fe6_aK7ck4Q,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,1,2023-07-12 08:00:00+02:00
2025-10-06 23:44:26+02:00,0,BE,Planned maintenance,A03,,2023-06-29 21:32:00+02:00,ifnMWApAthTJk1lQNqbWww,386.0,Fossil Gas,22WSAINT-000221B,Belgium,SAINT-GHISLAIN STEG,SAINT-GHISLAIN STEG,1,MAW,PT1M,4,2023-06-10 00:00:00+02:00
2025-10-06 23:48:54+02:00,80.5,BE,Planned maintenance,A03,,2023-07-01 11:12:00+02:00,WEpyivrSJ-k_gt29EF_3Og,160.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS ST,1,MAW,PT1M,3,2023-06-23 20:00:00+02:00
2025-10-06 23:48:54+02:00,0,BE,Planned maintenance,A03,,2023-07-01 11:12:00+02:00,1SDe3GbKHjNCLK8aG2qfaw,150.0,Fossil Gas,22WDROGEN0000863,Belgium,DROGENBOS TGV,DROGENBOS GT1,1,MAW,PT1M,2,2023-05-27 06:00:00+02:00
2025-10-06 23:51:18+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-04 17:00:00+02:00,0cxuTEJ9rFE_LUmRZec_MA,171.0,Wind Offshore,22WBELWIN0000271,Belgium,Belwind Phase 1,Belwind Phase 1,1,MAW,PT1M,2,2023-07-04 08:00:00+02:00
2025-10-06 23:51:19+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-05 17:00:00+02:00,RJ-dnZGBwKjVW6Rq0AyOZg,171.0,Wind Offshore,22WBELWIN0000271,Belgium,Belwind Phase 1,Belwind Phase 1,1,MAW,PT1M,2,2023-07-05 08:00:00+02:00
2025-10-06 23:52:22+02:00,0,BE,Planned maintenance,A03,,2023-07-05 14:00:00+02:00,EmBLTPJokOeweF8l7A9tyQ,140.0,Fossil Gas,22WSCHELD0002261,Belgium,Scheldelaan Exxonmobil,Scheldelaan Exxonmobil,1,MAW,PT1M,1,2023-07-05 06:00:00+02:00
2025-10-06 23:55:06+02:00,0,BE,Planned maintenance,A03,,2023-07-04 18:06:00+02:00,0TFDqdrWQ-Iq1i1NfU8_sA,445.0,Nuclear,22WDOELX1000076X,Belgium,DOEL 1,DOEL 1,1,MAW,PT1M,6,2023-06-09 19:15:00+02:00
2025-10-06 23:55:35+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-06 17:00:00+02:00,AA47xBhpE291odLlN5PPKQ,171.0,Wind Offshore,22WBELWIN0000271,Belgium,Belwind Phase 1,Belwind Phase 1,1,MAW,PT1M,2,2023-07-06 08:00:00+02:00
2025-10-06 23:56:03+02:00,0,BE,Planned maintenance,A03,,2023-07-10 17:00:00+02:00,0aeRP2XZZtyypWnc5t8fOQ,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT1M,3,2023-06-26 08:00:00+02:00
2025-10-06 23:56:03+02:00,0,BE,Planned maintenance,A03,,2023-07-10 17:00:00+02:00,C7N3KIYrp12EVcwhX_PeMA,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 2 T,1,MAW,PT1M,2,2023-07-05 08:00:00+02:00
2025-10-06 23:57:05+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-06 11:00:00+02:00,EeQaqPt4pwV997WHYdv8eQ,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 5 T,1,MAW,PT1M,2,2023-07-06 09:00:00+02:00
2025-10-06 23:57:05+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-06 11:00:00+02:00,E5t9F-tNIUqupHj6lCHJug,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,2,2023-07-06 09:00:00+02:00
2025-10-06 23:57:05+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-06 11:00:00+02:00,drYOrvFR6oywdC5iCjXnwQ,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,2,2023-07-06 09:00:00+02:00
2025-10-06 23:59:25+02:00,0,BE,Planned maintenance,A03,,2023-07-07 12:24:00+02:00,TGGQcM4Ly5q3XMEqLFnQag,171.0,Wind Offshore,22WBELWIN0000271,Belgium,Belwind Phase 1,Belwind Phase 1,1,MAW,PT1M,2,2023-07-07 08:00:00+02:00
2025-10-07 00:03:31+02:00,0,BE,Planned maintenance,A03,,2023-07-11 11:30:00+02:00,3l-9S7I6I-sIH_bBDm_o_Q,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 6 T,1,MAW,PT1M,1,2023-07-11 08:30:00+02:00
2025-10-07 00:15:56+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-13 16:00:00+02:00,1MCExbkiTfAhqSZozymFkg,386.0,Fossil Gas,22WSAINT-000221B,Belgium,SAINT-GHISLAIN STEG,SAINT-GHISLAIN STEG,1,MAW,PT1M,2,2023-07-13 01:00:00+02:00
2025-10-07 00:16:35+02:00,0,BE,Planned maintenance,A03,,2023-07-13 11:54:00+02:00,JCqWLio5f5Wl3hDe8Vgc0g,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 2 T,1,MAW,PT1M,6,2023-07-13 09:22:00+02:00
2025-10-07 00:17:22+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-13 17:30:00+02:00,_6HRbCg8T-J1iMsCXC76Kg,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 3 T,1,MAW,PT1M,2,2023-07-13 17:00:00+02:00
2025-10-07 00:17:22+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-13 17:30:00+02:00,GY53GPEPA9e6CpMnRpT32Q,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 4 T,1,MAW,PT1M,2,2023-07-13 17:00:00+02:00
2025-10-07 00:17:22+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-13 17:30:00+02:00,tOLMNyRRTc_CwQnn7TfZvQ,158.0,Hydro Pumped Storage,22WCOOXIX000067T,Belgium,COO I T,COO 2 T,1,MAW,PT1M,2,2023-07-13 17:00:00+02:00
2025-10-07 00:17:23+02:00,0,BE,Planned maintenance,A03,Cancelled,2023-07-13 17:30:00+02:00,bM5JL78sXis5FLD2xhJhqw,230.0,Hydro Pumped Storage,22WCOOXII000070C,Belgium,COO II T,COO 5 T,1,MAW,PT1M,2,2023-07-13 17:00:00+02:00
